MOF,water_resistance
RSM1911,0.011371249202925203
RSM1916,0.015511701810136851
RSM1926,0.06036114389845241
RSM1927,0.24151238043755796
RSM1935,0.9002947626171041
RSM1974,0.40035433025908795
RSM1976,0.08585042523434035
RSM1978,0.0064596231252517095
RSM1979,0.05876741024021939
RSM1982,0.10091027306483108
RSM1431,0.09162034027072727
ZnTBAPy4,0.2583201239321963
RSM1226,0.07771233136994109
RSM1274,0.029449702355163476
RSM1253,0.06632131467720534
RSM1254,0.06616737786292738
RSM1255,0.00738644002724017
RSM1265,0.08745872696981742
RSM1269,0.0454785804386547
RSM1271,0.2958873734620737
RSM1276,0.957055011557761
RSM1238,0.018119536914412718
RSM1279,0.11494898942475615
RSM1291,0.9546567135330362
RSM1301,0.15805978791203912
RSM1306,0.006640471322542582
RSM1320,0.01341721965817843
RSM1327,0.002924255349419748
RSM1333,0.10323176232341297
RSM1245,0.8160956503466044
RSM1146,0.13754324538368834
RSM1339,0.12462063341316484
RSM1171,0.8766706416436976
RSM1195,0.008779887927905388
RSM1197,0.9155752293159302
RSM1207,0.7216678666828572
RSM1213,0.000751336734529288
RSM1214,0.9477484139648911
RSM1215,0.02563987527759737
RSM1185,0.5306159666427512
RSM1173,0.10010949336550724
RSM1216,0.3593228370896124
RSM1149,0.32930120616118297
RSM1167,0.5127666348221943
RSM1223,0.04305269936927627
RSM1158,0.6406500895012843
RSM1232,0.005763736398540231
RSM1235,0.05022401681508933
RSM1150,0.0003798244630653108
RSM1336,0.011381993330863148
RSM1284,0.9051136336616935
RSM1352,0.95949861952644
RSM1391,0.014068213467325228
RSM1142,0.06102025072825655
RSM1386,0.008006606664959275
RSM1141,0.3712988793292031
RSM1362,0.001357099224583849
RSM1344,0.09241084054283315
RSM1371,0.5700709518566959
RSM1418,0.5492070842025004
RSM1374,0.4567371415732553
RSM1135,0.010621507215508181
RSM1351,0.05829247532135037
